Parameter,Category,Source_Type,Patient_Profile,Protocol,Max_Sensitivity,Efficacy_Sensitivity
metabolic_switch_rate,Microenvironment,Experimental,young,hyperthermia,0.14920634980127948,0.14840125086821618
metabolic_switch_rate,Microenvironment,Experimental,elderly,standard,0.04575723305127294,0.04554993968274588
metabolic_switch_rate,Microenvironment,Experimental,elderly,continuous,0.050954984048467905,0.050635009513092875
metabolic_switch_rate,Microenvironment,Experimental,elderly,adaptive,0.23158988062736097,0.2305994779357362
metabolic_switch_rate,Microenvironment,Experimental,elderly,immuno_combo,0.18588309546099346,0.18510389749473052
metabolic_switch_rate,Microenvironment,Experimental,elderly,hyperthermia,0.06506700424734335,0.0647200175092592
metabolic_switch_rate,Microenvironment,Experimental,compromised,standard,0.08636646634601633,0.0858809867628858
metabolic_switch_rate,Microenvironment,Experimental,compromised,continuous,0.12854917522221587,0.12770307790846638
metabolic_switch_rate,Microenvironment,Experimental,compromised,adaptive,0.33897988895472164,0.337561673026737
metabolic_switch_rate,Microenvironment,Experimental,compromised,immuno_combo,0.058854945261521956,0.05858952196697626
metabolic_switch_rate,Microenvironment,Experimental,compromised,hyperthermia,0.09715888160793551,0.0965975036932403
microenv_stress_factor,Microenvironment,Hypothetical,average,standard,0.04174874511925608,0.041481030095416746
microenv_stress_factor,Microenvironment,Hypothetical,average,continuous,0.10307312061440119,0.10242046409902658
microenv_stress_factor,Microenvironment,Hypothetical,average,adaptive,0.3259806306404094,0.3245752168397884
microenv_stress_factor,Microenvironment,Hypothetical,average,immuno_combo,0.17616399386733744,0.17542680847970274
microenv_stress_factor,Microenvironment,Hypothetical,average,hyperthermia,0.1062488143846948,0.10559023501588151
microenv_stress_factor,Microenvironment,Hypothetical,young,standard,0.02716453646098655,0.027015580522176147
microenv_stress_factor,Microenvironment,Hypothetical,young,continuous,0.07491271350315112,0.07446641686642697
microenv_stress_factor,Microenvironment,Hypothetical,young,adaptive,0.2591996281991726,0.25814788865106914
microenv_stress_factor,Microenvironment,Hypothetical,young,immuno_combo,0.12833924820500767,0.12780083846138662
microenv_stress_factor,Microenvironment,Hypothetical,young,hyperthermia,0.09319994880582126,0.09266256316555396
microenv_stress_factor,Microenvironment,Hypothetical,elderly,standard,0.06865732484978708,0.06824478276611586
microenv_stress_factor,Microenvironment,Hypothetical,elderly,continuous,0.11517503620618277,0.11447912397479294
microenv_stress_factor,Microenvironment,Hypothetical,elderly,adaptive,0.10812391919386816,0.10766036361929998
microenv_stress_factor,Microenvironment,Hypothetical,elderly,immuno_combo,0.09178254172106753,0.0913996681505553
microenv_stress_factor,Microenvironment,Hypothetical,elderly,hyperthermia,0.10414326518868583,0.10351351831183234
microenv_stress_factor,Microenvironment,Hypothetical,compromised,standard,0.04131443202968777,0.04108817852305722
microenv_stress_factor,Microenvironment,Hypothetical,compromised,continuous,0.18725165011469014,0.1860883152850762
microenv_stress_factor,Microenvironment,Hypothetical,compromised,adaptive,0.10014236017226817,0.0997039787645758
microenv_stress_factor,Microenvironment,Hypothetical,compromised,immuno_combo,0.06452339451741237,0.06422545398038332
microenv_stress_factor,Microenvironment,Hypothetical,compromised,hyperthermia,0.044321151485140715,0.04405894235767692
treatment_cycle_period,Treatment - Scheduling,Clinical,average,standard,0.07210220951547384,0.07167285754773406
treatment_cycle_period,Treatment - Scheduling,Clinical,average,continuous,0.11403620073761936,0.11337815174857817
treatment_cycle_period,Treatment - Scheduling,Clinical,average,adaptive,0.14426061168271181,0.14363760470776607
treatment_cycle_period,Treatment - Scheduling,Clinical,average,immuno_combo,0.11126329070515761,0.11079328406209435
treatment_cycle_period,Treatment - Scheduling,Clinical,average,hyperthermia,0.08144670325997515,0.08097217740489901
treatment_cycle_period,Treatment - Scheduling,Clinical,young,standard,0.04651835450473218,0.0462722717080996
treatment_cycle_period,Treatment - Scheduling,Clinical,young,continuous,0.6232371389906429,0.6194955120260162
treatment_cycle_period,Treatment - Scheduling,Clinical,young,adaptive,0.07493828348194313,0.07461210634084582
treatment_cycle_period,Treatment - Scheduling,Clinical,young,immuno_combo,0.23852344913951007,0.23753161743131934
treatment_cycle_period,Treatment - Scheduling,Clinical,young,hyperthermia,0.07173851039953055,0.07131732029151798
treatment_cycle_period,Treatment - Scheduling,Clinical,elderly,standard,0.063488844850851,0.06314564731438635
treatment_cycle_period,Treatment - Scheduling,Clinical,elderly,continuous,0.17264431770875818,0.17156360887395272
treatment_cycle_period,Treatment - Scheduling,Clinical,elderly,adaptive,0.26414811724522985,0.26303930587931046
treatment_cycle_period,Treatment - Scheduling,Clinical,elderly,immuno_combo,0.039529719783108846,0.039362882170540715
treatment_cycle_period,Treatment - Scheduling,Clinical,elderly,hyperthermia,0.08648945105687644,0.08597808976615962
treatment_cycle_period,Treatment - Scheduling,Clinical,compromised,standard,0.12313849967426366,0.12239843479382385
treatment_cycle_period,Treatment - Scheduling,Clinical,compromised,continuous,0.07090313473242901,0.07046728467964723
treatment_cycle_period,Treatment - Scheduling,Clinical,compromised,adaptive,0.11893896680639843,0.11845797258137555
treatment_cycle_period,Treatment - Scheduling,Clinical,compromised,immuno_combo,0.043698273604230065,0.04349613062850122
treatment_cycle_period,Treatment - Scheduling,Clinical,compromised,hyperthermia,0.06886298536803419,0.06848186547395929
treatment_active_days,Treatment - Scheduling,Clinical,average,standard,0.13395048733536793,0.13318896284038548
treatment_active_days,Treatment - Scheduling,Clinical,average,continuous,0.26667197335760373,0.2650334880804019
treatment_active_days,Treatment - Scheduling,Clinical,average,adaptive,0.14632583259135393,0.14571841889000986
treatment_active_days,Treatment - Scheduling,Clinical,average,immuno_combo,0.17161247256906553,0.1708740212114261
treatment_active_days,Treatment - Scheduling,Clinical,average,hyperthermia,0.07517946176497588,0.07472669831202697
treatment_active_days,Treatment - Scheduling,Clinical,young,standard,0.18933496675432804,0.1883084476787921
treatment_active_days,Treatment - Scheduling,Clinical,young,continuous,0.0897813814148939,0.0892688025508366
treatment_active_days,Treatment - Scheduling,Clinical,young,adaptive,0.19656031485036424,0.1957514525955792
treatment_active_days,Treatment - Scheduling,Clinical,young,immuno_combo,0.1253213230896009,0.12479700500172325
treatment_active_days,Treatment - Scheduling,Clinical,young,hyperthermia,0.02906384871756671,0.028856533383025258
treatment_active_days,Treatment - Scheduling,Clinical,elderly,standard,0.08616868351495499,0.08569669817340513
treatment_active_days,Treatment - Scheduling,Clinical,elderly,continuous,0.2391016236594865,0.23767691834492707
treatment_active_days,Treatment - Scheduling,Clinical,elderly,adaptive,0.12952028040812855,0.12897871536881367
treatment_active_days,Treatment - Scheduling,Clinical,elderly,immuno_combo,0.05249476862334957,0.05227455642500409
treatment_active_days,Treatment - Scheduling,Clinical,elderly,hyperthermia,0.07613059614061142,0.07570828907493637
treatment_active_days,Treatment - Scheduling,Clinical,compromised,standard,0.05926587383555756,0.05890201874803341
treatment_active_days,Treatment - Scheduling,Clinical,compromised,continuous,0.18561948818217006,0.1844455507754739
treatment_active_days,Treatment - Scheduling,Clinical,compromised,adaptive,0.1877622084428001,0.18698717069021062
treatment_active_days,Treatment - Scheduling,Clinical,compromised,immuno_combo,0.14202733757759667,0.1413278434122126
treatment_active_days,Treatment - Scheduling,Clinical,compromised,hyperthermia,0.10772797004718372,0.10703172531281364
rest_period_days,Treatment - Scheduling,Clinical,average,standard,0.030741761593817148,0.03055900118460299
rest_period_days,Treatment - Scheduling,Clinical,average,continuous,0.06743543156623101,0.06701039977681032
rest_period_days,Treatment - Scheduling,Clinical,average,adaptive,0.380894543984848,0.37936157877611376
rest_period_days,Treatment - Scheduling,Clinical,average,immuno_combo,0.15075233180362985,0.15011394085094606
rest_period_days,Treatment - Scheduling,Clinical,average,hyperthermia,0.13803869407563638,0.13735139841011798
rest_period_days,Treatment - Scheduling,Clinical,young,standard,0.20315067563215983,0.20202618441143527
rest_period_days,Treatment - Scheduling,Clinical,young,continuous,0.07371209941553726,0.07326331887798941
rest_period_days,Treatment - Scheduling,Clinical,young,adaptive,0.3461457532747306,0.3447272356514854
rest_period_days,Treatment - Scheduling,Clinical,young,immuno_combo,0.07611769990272982,0.07578791499124861
rest_period_days,Treatment - Scheduling,Clinical,young,hyperthermia,0.056625025054574514,0.056364217286623955
rest_period_days,Treatment - Scheduling,Clinical,elderly,standard,0.11695550339592227,0.11624404165631604
rest_period_days,Treatment - Scheduling,Clinical,elderly,continuous,0.08635212682029232,0.08584975516720644
rest_period_days,Treatment - Scheduling,Clinical,elderly,adaptive,0.30810562095635874,0.30681080295438656
rest_period_days,Treatment - Scheduling,Clinical,elderly,immuno_combo,0.03772864326538625,0.03756861268514692
rest_period_days,Treatment - Scheduling,Clinical,elderly,hyperthermia,0.13389537210086336,0.13313098859611455
rest_period_days,Treatment - Scheduling,Clinical,compromised,standard,0.04963776662438875,0.049349461451096116
rest_period_days,Treatment - Scheduling,Clinical,compromised,continuous,0.1998422348577597,0.19859505866654584
rest_period_days,Treatment - Scheduling,Clinical,compromised,adaptive,0.0978859369566372,0.09746908289813791
rest_period_days,Treatment - Scheduling,Clinical,compromised,immuno_combo,0.1356384532554796,0.13499498274516367
rest_period_days,Treatment - Scheduling,Clinical,compromised,hyperthermia,0.039982625358317446,0.03979905364783983
treatment_intensity,Treatment - Scheduling,Clinical,average,standard,0.05565708178877348,0.05532322308756739
treatment_intensity,Treatment - Scheduling,Clinical,average,continuous,0.11957386374678637,0.11883477978531426
treatment_intensity,Treatment - Scheduling,Clinical,average,adaptive,0.3309209461390553,0.3294942269560416
treatment_intensity,Treatment - Scheduling,Clinical,average,immuno_combo,0.09612471686779582,0.09572380429519435
treatment_intensity,Treatment - Scheduling,Clinical,average,hyperthermia,0.0671176895314865,0.06676810135724981
treatment_intensity,Treatment - Scheduling,Clinical,young,standard,0.06129447287242305,0.06094659392954291
treatment_intensity,Treatment - Scheduling,Clinical,young,continuous,0.1141621051358635,0.11348063064159733
treatment_intensity,Treatment - Scheduling,Clinical,young,adaptive,0.5192557414723317,0.5170522595183213
treatment_intensity,Treatment - Scheduling,Clinical,young,immuno_combo,0.0754255456590593,0.07511089324182647
treatment_intensity,Treatment - Scheduling,Clinical,young,hyperthermia,0.15141232479856365,0.1506345994783615
treatment_intensity,Treatment - Scheduling,Clinical,elderly,standard,0.15651173591106793,0.15560705680922432
treatment_intensity,Treatment - Scheduling,Clinical,elderly,continuous,0.1855009779466602,0.18430058397600368
treatment_intensity,Treatment - Scheduling,Clinical,elderly,adaptive,0.03402064943243165,0.033879310374744925
treatment_intensity,Treatment - Scheduling,Clinical,elderly,immuno_combo,0.1194044746457941,0.1188950891898637
treatment_intensity,Treatment - Scheduling,Clinical,elderly,hyperthermia,0.12644029672198012,0.1257266303622719
treatment_intensity,Treatment - Scheduling,Clinical,compromised,standard,0.057914051418081855,0.05756207210765438
treatment_intensity,Treatment - Scheduling,Clinical,compromised,continuous,0.11076397258771001,0.11007481231268085
treatment_intensity,Treatment - Scheduling,Clinical,compromised,adaptive,0.33683640939866394,0.3353899293063785
treatment_intensity,Treatment - Scheduling,Clinical,compromised,immuno_combo,0.10767136869852614,0.1071665976581685
treatment_intensity,Treatment - Scheduling,Clinical,compromised,hyperthermia,0.1791860181007276,0.17816323700757125
age_factor,Patient - Demographics,Clinical,average,standard,0.08389959710103354,0.08343538806436672
age_factor,Patient - Demographics,Clinical,average,continuous,0.08793090679148903,0.08740555617936832
age_factor,Patient - Demographics,Clinical,average,adaptive,0.18822145471974566,0.18740309013646106
age_factor,Patient - Demographics,Clinical,average,immuno_combo,0.1977369839055427,0.19689871426299974
age_factor,Patient - Demographics,Clinical,average,hyperthermia,0.06042265777443474,0.06004689782018256
age_factor,Patient - Demographics,Clinical,young,standard,0.053801984057355534,0.05349817889767379
age_factor,Patient - Demographics,Clinical,young,continuous,0.15006488156498843,0.14915243822062926
age_factor,Patient - Demographics,Clinical,young,adaptive,0.14306603626054382,0.14247839595174264
age_factor,Patient - Demographics,Clinical,young,immuno_combo,0.11427410105697992,0.11379154362686124
age_factor,Patient - Demographics,Clinical,young,hyperthermia,0.1665653078072326,0.16566762654700007
age_factor,Patient - Demographics,Clinical,elderly,standard,0.14950132139640088,0.1485921960426156
age_factor,Patient - Demographics,Clinical,elderly,continuous,0.08697629539506858,0.0864569485491431
age_factor,Patient - Demographics,Clinical,elderly,adaptive,0.21623947860469545,0.21529445725750723
age_factor,Patient - Demographics,Clinical,elderly,immuno_combo,0.08139510072521099,0.08105977200338169
age_factor,Patient - Demographics,Clinical,elderly,hyperthermia,0.0724039693256388,0.07195746457677073
age_factor,Patient - Demographics,Clinical,compromised,standard,0.11796967230541816,0.11724843503611275
age_factor,Patient - Demographics,Clinical,compromised,continuous,0.11895335133301627,0.11819620210393564
age_factor,Patient - Demographics,Clinical,compromised,adaptive,0.14164978361800254,0.14103725165853823
age_factor,Patient - Demographics,Clinical,compromised,immuno_combo,0.09649094337612085,0.09603091366238402
age_factor,Patient - Demographics,Clinical,compromised,hyperthermia,0.09299471658728595,0.09244416280931052
performance_status,Patient - Demographics,Clinical,average,standard,0.07804552784854132,0.07756715940205898
performance_status,Patient - Demographics,Clinical,average,continuous,0.07954018707227907,0.07907239493822282
performance_status,Patient - Demographics,Clinical,average,adaptive,0.2871610983094794,0.2859542017698679
performance_status,Patient - Demographics,Clinical,average,immuno_combo,0.07465406785434997,0.07434571590492091
performance_status,Patient - Demographics,Clinical,average,hyperthermia,0.07389011810667516,0.07344341521735079
performance_status,Patient - Demographics,Clinical,young,standard,0.10187668258248063,0.10130860780160945
performance_status,Patient - Demographics,Clinical,young,continuous,0.16691948944741358,0.16597322521383606
performance_status,Patient - Demographics,Clinical,young,adaptive,0.43505566684598024,0.4331627633786675
performance_status,Patient - Demographics,Clinical,young,immuno_combo,0.08104572204209841,0.08070565162424385
performance_status,Patient - Demographics,Clinical,young,hyperthermia,0.10941235519562018,0.10877282164533661
performance_status,Patient - Demographics,Clinical,elderly,standard,0.07713065930837647,0.07668092753952824
performance_status,Patient - Demographics,Clinical,elderly,continuous,0.15983037729287086,0.1588620407405854
performance_status,Patient - Demographics,Clinical,elderly,adaptive,0.3553657444672318,0.3538546315981872
performance_status,Patient - Demographics,Clinical,elderly,immuno_combo,0.10827797708672848,0.10782336650177479
performance_status,Patient - Demographics,Clinical,elderly,hyperthermia,0.14116956196126407,0.14043656464561202
performance_status,Patient - Demographics,Clinical,compromised,standard,0.1327894464906434,0.132011688714835
performance_status,Patient - Demographics,Clinical,compromised,continuous,0.16130177889249075,0.16029849470473476
performance_status,Patient - Demographics,Clinical,compromised,adaptive,0.14601009400192796,0.14540359154041302
performance_status,Patient - Demographics,Clinical,compromised,immuno_combo,0.04919920533946658,0.04897293351587693
performance_status,Patient - Demographics,Clinical,compromised,hyperthermia,0.05389039239283227,0.05358429115041383
bmi_factor,Patient - Demographics,Clinical,average,standard,0.11586317708493458,0.11517711995556863
bmi_factor,Patient - Demographics,Clinical,average,continuous,0.07289631908067686,0.07245044119459394
bmi_factor,Patient - Demographics,Clinical,average,adaptive,0.32754928895651036,0.3261603623641257
bmi_factor,Patient - Demographics,Clinical,average,immuno_combo,0.09671304481214497,0.0963053940992405
bmi_factor,Patient - Demographics,Clinical,average,hyperthermia,0.0563720638479371,0.05613233228879653
bmi_factor,Patient - Demographics,Clinical,young,standard,0.12724594537253253,0.12655856022674553
bmi_factor,Patient - Demographics,Clinical,young,continuous,0.10489979063954763,0.1042584168752165
bmi_factor,Patient - Demographics,Clinical,young,adaptive,0.39064533963324144,0.3889934644411905
bmi_factor,Patient - Demographics,Clinical,young,immuno_combo,0.05329383994375227,0.05306555027426599
bmi_factor,Patient - Demographics,Clinical,young,hyperthermia,0.01183641670950085,0.011731998651891468
bmi_factor,Patient - Demographics,Clinical,elderly,standard,0.04624152215349156,0.045973078483767436
bmi_factor,Patient - Demographics,Clinical,elderly,continuous,0.13365502060678078,0.1328351538453223
bmi_factor,Patient - Demographics,Clinical,elderly,adaptive,0.11942835708565419,0.11890609922805528
bmi_factor,Patient - Demographics,Clinical,elderly,immuno_combo,0.11283099142032282,0.11235180057182043
bmi_factor,Patient - Demographics,Clinical,elderly,hyperthermia,0.17434528451557643,0.17330777405969067
bmi_factor,Patient - Demographics,Clinical,compromised,standard,0.10801213321497695,0.1073700661231247
bmi_factor,Patient - Demographics,Clinical,compromised,continuous,0.09245882548747125,0.09191233409149542
bmi_factor,Patient - Demographics,Clinical,compromised,adaptive,0.15353407585063442,0.15288280973485588
bmi_factor,Patient - Demographics,Clinical,compromised,immuno_combo,0.035467056736707026,0.03529422343544815
bmi_factor,Patient - Demographics,Clinical,compromised,hyperthermia,0.036413018883923086,0.036167926116053656
prior_treatment_factor,Patient - History,Clinical,average,standard,0.061576703947427286,0.0612061744679228
prior_treatment_factor,Patient - History,Clinical,average,continuous,0.11526973905977259,0.11458288793327409
prior_treatment_factor,Patient - History,Clinical,average,adaptive,0.10109117805107615,0.10066528016566968
prior_treatment_factor,Patient - History,Clinical,average,immuno_combo,0.16053924385132667,0.15985766873125815
prior_treatment_factor,Patient - History,Clinical,average,hyperthermia,0.1138179496828648,0.1132091304784191
prior_treatment_factor,Patient - History,Clinical,young,standard,0.1142743786128837,0.11367404209404045
prior_treatment_factor,Patient - History,Clinical,young,continuous,0.09562175878348753,0.09504204444218242
prior_treatment_factor,Patient - History,Clinical,young,adaptive,0.3764796108940291,0.37489663864101
prior_treatment_factor,Patient - History,Clinical,young,immuno_combo,0.05892501173956677,0.05867362952969117
prior_treatment_factor,Patient - History,Clinical,young,hyperthermia,0.07038277236631804,0.07003131276408019
prior_treatment_factor,Patient - History,Clinical,elderly,standard,0.1228123184022201,0.12201485160753514
prior_treatment_factor,Patient - History,Clinical,elderly,continuous,0.07907494967985673,0.0785868576741888
prior_treatment_factor,Patient - History,Clinical,elderly,adaptive,0.08307287770922277,0.08269556188974865
prior_treatment_factor,Patient - History,Clinical,elderly,immuno_combo,0.07110084869410578,0.07080530987811348
prior_treatment_factor,Patient - History,Clinical,elderly,hyperthermia,0.0738638363526781,0.07342007046139923
prior_treatment_factor,Patient - History,Clinical,compromised,standard,0.17120244353972291,0.17018706365386574
prior_treatment_factor,Patient - History,Clinical,compromised,continuous,0.09908753955150104,0.09847374266847526
prior_treatment_factor,Patient - History,Clinical,compromised,adaptive,0.11487121314679102,0.11439859589270086
prior_treatment_factor,Patient - History,Clinical,compromised,immuno_combo,0.0819244955266372,0.08154846821580561
prior_treatment_factor,Patient - History,Clinical,compromised,hyperthermia,0.09157469109572972,0.09104369731337539
liver_function,Patient - Organ Function,Clinical,average,standard,0.12468643942160491,0.12403757856919173
liver_function,Patient - Organ Function,Clinical,average,continuous,0.2167874981028553,0.21542207433405083
liver_function,Patient - Organ Function,Clinical,average,adaptive,0.1741360114176509,0.17341545312573362
liver_function,Patient - Organ Function,Clinical,average,immuno_combo,0.06213328058170948,0.06187391731234347
liver_function,Patient - Organ Function,Clinical,average,hyperthermia,0.25040927124716506,0.24896101913975088
liver_function,Patient - Organ Function,Clinical,young,standard,0.04298775083658393,0.04269699801178055
liver_function,Patient - Organ Function,Clinical,young,continuous,0.2860819792668723,0.284402297253186
liver_function,Patient - Organ Function,Clinical,young,adaptive,0.10082393558208026,0.10038900698763775
liver_function,Patient - Organ Function,Clinical,young,immuno_combo,0.11523377310793131,0.1147549446166923
liver_function,Patient - Organ Function,Clinical,young,hyperthermia,0.050800523207565375,0.05045557193169234
liver_function,Patient - Organ Function,Clinical,elderly,standard,0.06636540940069456,0.06597497011862423
liver_function,Patient - Organ Function,Clinical,elderly,continuous,0.18775637399338238,0.18658828282211898
liver_function,Patient - Organ Function,Clinical,elderly,adaptive,0.08440386972881346,0.08404144167347707
liver_function,Patient - Organ Function,Clinical,elderly,immuno_combo,0.07865390737195424,0.07832109875101793
liver_function,Patient - Organ Function,Clinical,elderly,hyperthermia,0.053689802851779544,0.05335802099858221
liver_function,Patient - Organ Function,Clinical,compromised,standard,0.1773150337553787,0.17621057775425122
liver_function,Patient - Organ Function,Clinical,compromised,continuous,0.10610031628369915,0.10542546063815747
liver_function,Patient - Organ Function,Clinical,compromised,adaptive,0.2736945930345541,0.27258584993257196
liver_function,Patient - Organ Function,Clinical,compromised,immuno_combo,0.05180198588297439,0.05157419687491126
liver_function,Patient - Organ Function,Clinical,compromised,hyperthermia,0.07019507597296858,0.06978666831649469
kidney_function,Patient - Organ Function,Clinical,average,standard,0.08036098742995915,0.07990991576861321
kidney_function,Patient - Organ Function,Clinical,average,continuous,0.14750620736044862,0.146620324385423
kidney_function,Patient - Organ Function,Clinical,average,adaptive,0.23933564450108735,0.23831208350796135
kidney_function,Patient - Organ Function,Clinical,average,immuno_combo,0.06902308405785733,0.06873241765684478
kidney_function,Patient - Organ Function,Clinical,average,hyperthermia,0.058736827747537274,0.05847382379517668
kidney_function,Patient - Organ Function,Clinical,young,standard,0.06921444196221181,0.06881054014587523
kidney_function,Patient - Organ Function,Clinical,young,continuous,0.23368233898167765,0.232256154004284
kidney_function,Patient - Organ Function,Clinical,young,adaptive,0.3191726354672369,0.3177751947972106
kidney_function,Patient - Organ Function,Clinical,young,immuno_combo,0.05392132801063519,0.05369533096284677
kidney_function,Patient - Organ Function,Clinical,young,hyperthermia,0.11642996501074282,0.11580568800032225
kidney_function,Patient - Organ Function,Clinical,elderly,standard,0.15354693107392361,0.15265890031200716
kidney_function,Patient - Organ Function,Clinical,elderly,continuous,0.1852126316240645,0.18409452682029867
kidney_function,Patient - Organ Function,Clinical,elderly,adaptive,0.25502370768582283,0.25395132516712615
kidney_function,Patient - Organ Function,Clinical,elderly,immuno_combo,0.1771868614681362,0.17644227477467658
kidney_function,Patient - Organ Function,Clinical,elderly,hyperthermia,0.08359390085501696,0.08312361622825452
kidney_function,Patient - Organ Function,Clinical,compromised,standard,0.07014375155381139,0.06972973134844243
kidney_function,Patient - Organ Function,Clinical,compromised,continuous,0.11191954852132491,0.1112449309841733
kidney_function,Patient - Organ Function,Clinical,compromised,adaptive,0.38983685421100256,0.38827478891836664
kidney_function,Patient - Organ Function,Clinical,compromised,immuno_combo,0.1045558252829696,0.10406545583685811
kidney_function,Patient - Organ Function,Clinical,compromised,hyperthermia,0.07422570838129824,0.07376995041023367
immune_status,Patient - Immune,Clinical,average,standard,0.0744510415792219,0.07399086779607658
immune_status,Patient - Immune,Clinical,average,continuous,0.21896836162062822,0.21762656359897709
immune_status,Patient - Immune,Clinical,average,adaptive,0.0912919972708477,0.09090998103513735
immune_status,Patient - Immune,Clinical,average,immuno_combo,0.0399896758004242,0.03981849935468411
immune_status,Patient - Immune,Clinical,average,hyperthermia,0.044165957053477124,0.04391499452436402
immune_status,Patient - Immune,Clinical,young,standard,0.1776769435906682,0.1768042617783476
immune_status,Patient - Immune,Clinical,young,continuous,0.2044666212175308,0.2032187164935989
immune_status,Patient - Immune,Clinical,young,adaptive,0.29693436107662763,0.29574936324119294
immune_status,Patient - Immune,Clinical,young,immuno_combo,0.07637729892774694,0.07605201714994543
immune_status,Patient - Immune,Clinical,young,hyperthermia,0.13588177857469716,0.1351818820088126
immune_status,Patient - Immune,Clinical,elderly,standard,0.09905148612790013,0.09845952035510264
immune_status,Patient - Immune,Clinical,elderly,continuous,0.09674071682963956,0.09616593578238852
immune_status,Patient - Immune,Clinical,elderly,adaptive,0.09595305551414625,0.09554270112615297
immune_status,Patient - Immune,Clinical,elderly,immuno_combo,0.04149431081424932,0.04132154477943432
immune_status,Patient - Immune,Clinical,elderly,hyperthermia,0.06140748216718555,0.06107414012218435
immune_status,Patient - Immune,Clinical,compromised,standard,0.08883965244501006,0.0883105043954713
immune_status,Patient - Immune,Clinical,compromised,continuous,0.15169241218499785,0.15078031939518327
immune_status,Patient - Immune,Clinical,compromised,adaptive,0.07470605147828216,0.07439902767420427
immune_status,Patient - Immune,Clinical,compromised,immuno_combo,0.0807368103330252,0.08035410001287069
immune_status,Patient - Immune,Clinical,compromised,hyperthermia,0.17367488886283564,0.17262611022617652
